station,sampno,btlnbr,ctd_type,date,time,latitude,longitude,pressure,depth,temperature,salinity,CTDSAL2_UP,oxygen,CTDOXY2_UP,CTDFLUOR_UP,CTDTRANS_UP,par,CTDSPAR_UP,diss_iron,diss_iron_stdev,chl_a,chlorophyll_a_fluor_stdev,phaeopigments,Salinity_Measured,Oxygen_Measured,fvfm,fvfm_stdev,tot_phosp,tot_phosp_stdev,Grazing,FLASH,nitrate,nitrite,phosphate,silicate,d18O,d2H,fsim,fmet,fCDW,diss_inorg_carbon,diss_inorg_carbon_stdev,sDIC,sDIC STDEV,sDIC_Friis,sDIC_Friis STDEV,total_alkalinity,total_alkalinity_stdev,sTA *salinity adj. total alkilinity,sTA STDEV,sTA_Friis,sTA_Friis STDEV,sDIC_Brown
053_01,1631,8,Conv,20141110,922,-66.6175,-72.6687,75.534,74.772,-0.8204,34.0723,,6.60643,6.63519,0.3461,98.0542,3.03E-01,1.72E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
053_01,1632,7,Conv,20141110,922,-66.6175,-72.6687,75.379,74.618,-0.8229,34.0713,,6.59451,6.6064,0.2771,98.0745,3.08E-01,1.72E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
053_01,1633,6,Conv,20141110,920,-66.6175,-72.6687,101.213,100.185,0.7124,34.2985,,5.25571,5.27159,0.0474,98.4127,9.94E-02,1.62E+02,,,0.08,0,0.05,,,,,,,,,34.2,0.019,2.306,63.15,,,,,,,,,,,,,,,,,,
053_01,1634,5,Conv,20141110,920,-66.6175,-72.6687,100.809,99.785,0.7056,34.2984,,5.2601,5.2839,0.0529,98.4122,9.83E-02,1.61E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
053_01,1635,4,Conv,20141110,920,-66.6175,-72.6687,100.535,99.514,0.7039,34.2984,,5.24287,5.26181,0.0405,98.3903,1.01E-01,1.61E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
053_01,1636,3,Conv,20141110,917,-66.6175,-72.6687,153.71,152.129,1.6841,34.4873,,4.24949,4.26506,0.0004,98.4795,1.66E-02,1.61E+02,,,,,,,,,,,,,,35.35,0.01,2.404,73.77,,,,,,,,,,,,,,,,,,
053_01,1637,2,Conv,20141110,917,-66.6175,-72.6687,153.626,152.047,1.6899,34.488,,4.24687,4.26022,-0.0006,98.4582,1.69E-02,1.61E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
053_01,1638,1,Conv,20141110,917,-66.6175,-72.6687,153.858,152.276,1.7001,34.4891,,4.25224,4.25526,0.0688,98.4654,1.67E-02,1.61E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
054_01,1639,24,Conv,20141110,1345,-66.776,-72.2647,1.994,1.974,-1.8387,33.8248,,7.57182,7.58111,0.8031,95.8308,1.04E+03,1.92E+03,,,0.7,0.02,0.22,,,0.600666667,0.013650397,0.066666667,0.005773503,,14_1110,28.98,0.174,1.95,47.33,,,,,,2139.8277,1.78514675,2195.194685,1.831336541,2217.890075,1.831336541,2296.43,,2355.848992,,2357.156206,,2217.890075
054_01,1640,23,Conv,20141110,1343,-66.776,-72.2647,9.69,9.594,-1.8367,33.8247,,7.57286,7.58597,0.8319,95.8752,4.12E+02,1.90E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
054_01,1641,22,Conv,20141110,1343,-66.776,-72.2647,9.677,9.581,-1.837,33.8247,,7.57044,7.58856,0.8589,95.8449,4.53E+02,1.87E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
054_01,1642,21,Conv,20141110,1343,-66.776,-72.2647,9.734,9.638,-1.8371,33.8248,,7.56876,7.59067,0.8044,95.8804,4.34E+02,1.91E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
054_01,1643,20,Conv,20141110,1343,-66.776,-72.2647,9.77,9.673,-1.8369,33.8248,,7.5701,7.59677,0.9,95.8856,4.36E+02,1.92E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
054_01,1644,19,Conv,20141110,1343,-66.776,-72.2647,9.733,9.636,-1.8371,33.8246,,7.56788,7.59229,0.945,95.8663,4.47E+02,1.89E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
054_01,1645,18,Conv,20141110,1343,-66.776,-72.2647,9.699,9.602,-1.8376,33.8247,,7.57379,7.58835,0.9599,95.8695,4.42E+02,1.84E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
054_01,1646,17,Conv,20141110,1343,-66.776,-72.2647,9.723,9.626,-1.8381,33.8246,,7.57207,7.59231,0.9441,95.9008,4.41E+02,1.93E+03,,,,,,,,,,,,,,,,,,,,,,,2135.061167,6.918740956,2190.317771,7.09780193,2213.018482,7.09780193,2294.39,,2353.770126,,2355.077646,,2213.018482
054_01,1647,16,Conv,20141110,1343,-66.776,-72.2647,9.79,9.692,-1.8381,33.8247,,7.5704,7.58292,1.0574,95.8788,4.34E+02,1.95E+03,,,0.73,0.03,0.22,,,0.582,0.028160256,0.06,0,,,28.92,0.174,1.92,47.28,,,,,,,,,,,,,,,,,,
054_01,1648,15,Conv,20141110,1341,-66.776,-72.2647,24.972,24.723,-1.8437,33.8276,,7.56116,7.59116,1.0895,96.131,1.36E+02,1.87E+03,,,0.65,0.01,0.19,,,0.636,,0.07,,,,29.17,0.159,1.959,48.79,,,,,,2139.75565,0.531532167,2194.939075,0.545240165,2217.559984,0.545240165,2296.655,5.465935419,2355.884795,5.606899663,2357.187719,5.606899663,2217.559984
054_01,1649,14,Conv,20141110,1339,-66.776,-72.2647,55.258,54.703,-1.8378,33.9831,,7.097,7.13017,0.5187,97.7494,1.69E+01,1.93E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
054_01,1650,13,Conv,20141110,1339,-66.776,-72.2647,55.247,54.692,-1.8376,33.9833,,7.09935,7.13186,0.4154,97.7729,1.70E+01,1.85E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
054_01,1651,12,Conv,20141110,1339,-66.776,-72.2647,55.248,54.692,-1.8377,33.9835,,7.098,7.12754,0.4095,97.7525,1.71E+01,1.78E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
054_01,1652,11,Conv,20141110,1339,-66.776,-72.2647,55.321,54.764,-1.8377,33.9838,,7.09546,7.12538,0.4695,97.728,1.68E+01,1.73E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
054_01,1653,10,Conv,20141110,1339,-66.776,-72.2647,55.273,54.717,-1.8374,33.9836,,7.09224,7.11925,0.4857,97.7599,1.60E+01,1.78E+03,,,,,,,,,,,,,,,,,,,,,,,2151.85425,0.023688077,2197.216966,0.02418744,2215.707599,0.02418744,2304.37,,2352.947863,,2354.01289,,2215.707599
054_01,1654,9,Conv,20141110,1339,-66.776,-72.2647,55.156,54.601,-1.8379,33.9841,,7.09632,7.13073,0.4627,97.7265,1.61E+01,1.74E+03,,,0.23,0.01,0.09,,,,,,,,,23.2,0.052,1.728,58.4,,,,,,,,,,,,,,,,,,
054_01,1655,8,Conv,20141110,1337,-66.776,-72.2647,76.138,75.368,-1.8001,34.0039,,7.00863,7.04219,0.3111,98.0349,4.89E+00,1.58E+03,,,0.16,0,0.05,,,,,,,,,30.36,0.085,2.038,59.82,,,,,,2157.2036,0.856245782,2201.364106,0.873774145,2219.32006,0.873774145,,,,,,,2219.32006
054_01,1656,7,Conv,20141110,1335,-66.776,-72.2647,101.556,100.524,-1.3763,34.0812,,6.52169,6.55951,0.0792,98.3888,1.33E+00,1.44E+03,,,0.06,0.01,0.01,,,,,,,,,38.19,0.03,1.861,68.09,,,,,,2164.8128,2.685571293,2204.118522,2.734332238,2220.044312,2.734332238,,,,,,,2220.044312
054_01,1657,6,Conv,20141110,1333,-66.776,-72.2647,153.42,151.841,0.408,34.3938,,4.91976,4.92882,0.0024,98.4545,1.50E-01,1.34E+03,,,,,,,,,,,,,,33.97,0.009,2.288,80.14,,,,,,,,,,,,,,,,,,
054_01,1658,5,Conv,20141110,1330,-66.776,-72.2647,206.028,203.882,1.5176,34.5786,,4.10209,4.11615,-0.0032,98.4988,1.74E-02,1.07E+03,,,,,,,,,,,,,,34.21,0.037,2.324,84.59,,,,,,,,,,,,,,,,,,
054_01,1659,4,Conv,20141110,1327,-66.776,-72.2647,307.886,304.604,1.8434,34.6682,,3.9867,3.99584,-0.0038,98.5213,3.69E-03,1.03E+03,,,,,,,,,,,,,,33.92,0.007,2.286,87.27,,,,,,,,,,,,,,,,,,
054_01,1660,3,Conv,20141110,1322,-66.776,-72.2647,510.123,504.439,1.7966,34.7152,,4.12003,4.15158,-0.0064,98.5625,3.54E-03,1.11E+03,,,,,,,,,,,,,,32.78,0.009,2.225,91.26,,,,,,,,,,,,,,,,,,
054_01,1661,2,Conv,20141110,1315,-66.776,-72.2647,761.127,752.192,1.5213,34.7237,,4.22647,4.26649,-0.0035,98.55,3.59E-03,1.08E+03,,,,,,,,,,,,,,32.62,0.008,2.209,,,,,,,,,,,,,,,,,,,
054_01,1662,1,Conv,20141110,1259,-66.776,-72.2647,1520.964,1500.396,0.7495,34.7074,,4.53346,4.61825,-0.0132,98.6032,3.18E-03,1.12E+03,,,,,,,,,,,,,,33.05,0.003,2.243,122.53,,,,,,,,,,,,,,,,,,
055_01,1675,12,Conv,20141110,1933,-66.7993,-72.2467,9.801,9.703,-1.8408,33.8313,,7.62003,7.65298,1.0753,95.7609,2.17E+02,1.67E+03,,,,,,,,,,,,,15_5110,,,,,,,,,,,,,,,,,,,,,,
055_01,1676,11,Conv,20141110,1933,-66.7993,-72.2467,9.816,9.718,-1.8402,33.8311,,7.61848,7.6491,1.2116,95.8319,2.15E+02,1.67E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
055_01,1677,10,Conv,20141110,1933,-66.7993,-72.2467,9.8,9.703,-1.8401,33.8311,,7.61508,7.64674,1.1151,95.8517,2.15E+02,1.68E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
055_01,1678,9,Conv,20141110,1933,-66.7993,-72.2467,9.864,9.766,-1.8402,33.8313,,7.61559,7.64833,1.2553,95.489,2.13E+02,1.68E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
055_01,1679,8,Conv,20141110,1933,-66.7993,-72.2467,9.843,9.745,-1.8403,33.8314,,7.61237,7.64911,1.0121,95.6555,2.07E+02,1.67E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
055_01,1680,7,Conv,20141110,1933,-66.7993,-72.2467,9.847,9.749,-1.841,33.8317,,7.61246,7.64631,1.0928,95.6727,2.08E+02,1.68E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
055_01,1681,6,Conv,20141110,1933,-66.7993,-72.2467,9.893,9.794,-1.841,33.8316,,7.61674,7.64959,0.9803,95.8637,2.09E+02,1.68E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
055_01,1682,5,Conv,20141110,1933,-66.7993,-72.2467,9.838,9.74,-1.8402,33.8317,,7.61721,7.63989,0.7863,95.7541,2.03E+02,1.68E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
055_01,1683,4,Conv,20141110,1933,-66.7993,-72.2467,9.822,9.724,-1.8406,33.8317,,7.61442,7.64033,0.8819,95.8825,2.01E+02,1.68E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
055_01,1684,3,Conv,20141110,1933,-66.7993,-72.2467,9.876,9.777,-1.8406,33.8317,,7.61282,7.64539,1.027,95.8642,1.99E+02,1.67E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
055_01,1685,2,Conv,20141110,1932,-66.7993,-72.2467,9.841,9.743,-1.8404,33.8317,,7.61723,7.64254,1.0386,95.776,2.03E+02,1.68E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
055_01,1686,1,Conv,20141110,1932,-66.7993,-72.2467,9.84,9.742,-1.8406,33.8316,,7.61715,7.63577,1.1631,95.8538,2.09E+02,1.68E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
057_01,1767,6,Conv,20141111,810,-66.757,-72.3323,509.027,503.357,1.8003,34.7147,,4.14309,4.16543,-0.0116,98.4201,1.00E-12,7.19E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
057_01,1766,5,Conv,20141111,810,-66.757,-72.3323,509.53,503.854,1.7987,34.7148,,4.14221,4.15974,-0.02,98.4321,1.00E-12,7.18E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
057_01,1765,4,Conv,20141111,810,-66.757,-72.3323,510.046,504.364,1.7975,34.7148,,4.13894,4.16102,-0.0103,98.4169,1.00E-12,7.19E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
057_01,1764,3,Conv,20141111,750,-66.757,-72.3323,1521.512,1500.937,0.9387,34.713,,4.47868,4.54692,-0.0168,98.4592,1.00E-12,4.92E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
057_01,1763,2,Conv,20141111,750,-66.757,-72.3323,1522.029,1501.446,0.9389,34.7129,,4.47604,4.54741,-0.0122,98.4655,1.00E-12,4.92E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
057_01,1762,1,Conv,20141111,750,-66.757,-72.3323,1522.051,1501.468,0.939,34.7128,,4.47247,4.54596,-0.0139,98.4655,1.00E-12,4.92E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058_01,1768,24,Conv,20141111,1213,-66.9475,-71.8985,1.837,1.819,-1.8455,33.8415,,7.39688,7.40703,0.2379,97.4044,6.64E+02,1.25E+03,,,0.26,0.02,0.07,,,0.5255,0.014849242,0.085,0.035355339,,16_5110,28.488,0.148,1.886,66.33,,,,,,2149.3524,0.784039999,2203.877732,0.80392973,2226.129078,0.80392973,2301.69,,2360.079872,,2361.361509,,2226.129078
058_01,1769,23,Conv,20141111,1212,-66.9475,-71.8985,9.969,9.87,-1.847,33.8416,,7.39737,7.4043,0.313,97.5276,2.53E+02,1.15E+03,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
058_01,1770,22,Conv,20141111,1212,-66.9475,-71.8985,9.959,9.86,-1.8463,33.8417,,7.39518,7.40188,0.3156,97.5386,2.52E+02,1.14E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058_01,1771,21,Conv,20141111,1212,-66.9475,-71.8985,10.03,9.93,-1.8471,33.8417,,7.39244,7.40259,0.371,97.49,2.51E+02,1.14E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058_01,1772,20,Conv,20141111,1212,-66.9475,-71.8985,10.123,10.022,-1.8466,33.8406,,7.39438,7.40049,0.3483,97.5448,2.48E+02,1.14E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058_01,1773,19,Conv,20141111,1212,-66.9475,-71.8985,10.171,10.07,-1.8479,33.8418,,7.38983,7.39855,0.3869,97.4889,2.45E+02,1.14E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058_01,1774,18,Conv,20141111,1212,-66.9475,-71.8985,10.158,10.057,-1.852,33.8419,,7.39203,7.40828,0.3603,97.5579,2.43E+02,1.14E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058_01,1775,17,Conv,20141111,1212,-66.9475,-71.8985,10.107,10.006,-1.8512,33.8419,,7.39204,7.40932,0.3367,97.5307,2.43E+02,1.14E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058_01,1776,16,Conv,20141111,1211,-66.9475,-71.8985,10.053,9.953,-1.8524,33.8419,,7.39368,7.40662,0.3338,97.5526,2.46E+02,1.13E+03,,,,,,,,,,,,,,,,,,,,,,,2139.921525,5.865716757,2194.181678,6.0144487,2216.422393,6.0144487,2300.35,,2358.678,,2359.959025,,2216.422393
058_01,1777,15,Conv,20141111,1211,-66.9475,-71.8985,10.047,9.947,-1.8523,33.8418,,7.38892,7.41733,0.359,97.5083,2.47E+02,1.13E+03,,,0.23,0.02,0.06,,,0.6185,0.065760931,0.09,0.042426407,,,23.268,0.18,1.605,65.86,,,,,,,,,,,,,,,,,,
058_01,1778,14,Conv,20141111,1211,-66.9475,-71.8985,10.078,9.977,-1.8522,33.8418,,7.39171,7.4204,0.3215,97.5443,2.46E+02,1.13E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058_01,1779,13,Conv,20141111,1209,-66.9475,-71.8985,25.298,25.045,-1.852,33.8427,,7.37929,7.40188,0.336,97.5704,9.29E+01,1.09E+03,,,0.22,0.01,0.1,,,0.6085,0.010606602,0.07,0,,,28.404,0.1,1.886,65.78,,,,,,2144.92575,0.450073466,2199.260801,0.461474684,2221.480256,0.461474684,2302.23,,2360.549867,,2361.829668,,2221.480256
058_01,1780,12,Conv,20141111,1207,-66.9475,-71.8985,50.789,50.278,-1.8418,33.985,,6.95467,6.96439,0.1352,98.0777,2.79E+01,1.07E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058_01,1781,11,Conv,20141111,1207,-66.9475,-71.8985,50.777,50.267,-1.8418,33.985,,6.95276,6.9773,0.1352,98.0704,2.80E+01,1.07E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058_01,1782,10,Conv,20141111,1207,-66.9475,-71.8985,50.773,50.262,-1.8418,33.9849,,6.94862,6.98061,0.1504,98.0808,2.80E+01,1.07E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058_01,1783,9,Conv,20141111,1207,-66.9475,-71.8985,50.754,50.243,-1.8418,33.9849,,6.95462,6.97143,0.1352,98.0714,2.80E+01,1.07E+03,,,,,,,,,,,,,,,,,,,,,,,2155.738133,6.339708167,2201.098524,6.473106391,2219.554897,6.473106391,2304.78,,2353.276485,,2354.339538,,2219.554897
058_01,1784,8,Conv,20141111,1207,-66.9475,-71.8985,50.759,50.249,-1.8418,33.985,,6.95177,6.97327,0.151,98.0699,2.79E+01,1.06E+03,,,0.09,0,0.04,,,,,,,,,30.513,0.034,2.049,65.2,,,,,,,,,,,,,,,,,,
058_01,1785,7,Conv,20141111,1207,-66.9475,-71.8985,50.8,50.289,-1.8417,33.9849,,6.95268,6.97366,0.1404,98.074,2.79E+01,1.06E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
058_01,1786,6,Conv,20141111,1205,-66.9475,-71.8985,75.434,74.671,-1.8266,33.9996,,6.90763,6.92997,0.1109,98.1696,9.48E+00,1.01E+03,,,0.08,0.01,0.04,,,,,,,,,30.557,0.031,2.076,65.47,,,,,,2160.1535,2.48491465,2204.653186,2.536104494,2222.722343,2.536104494,2304.23,,2351.697696,,2352.738447,,2204.653186
058_01,1787,5,Conv,20141111,1203,-66.9475,-71.8985,100.89,99.864,-0.0586,34.3228,,4.86485,4.90467,0.0095,98.229,3.19E+00,9.85E+02,,,0.03,0,0.01,,,,,,,,,33.629,0,2.33,91.5,,,,,,2191.273,0.433032193,2215.354607,0.437791121,2224.994108,0.437791121,2326.49,,2352.057612,,2352.61283,,2215.354607
058_01,1788,4,Conv,20141111,1201,-66.9475,-71.8985,151.807,150.244,0.8947,34.5283,,4.20812,4.21812,0.0027,98.3413,4.83E-01,9.87E+02,,,,,,,,,,,,,,34.808,0,2.373,98.18,,,,,,,,,,,,,,,,,,
058_01,1789,3,Conv,20141111,1158,-66.9475,-71.8985,202.316,200.208,1.347,34.6309,,4.02392,4.03565,-0.0083,98.3016,8.86E-02,9.63E+02,,,,,,,,,,,,,,34.306,0.013,2.368,98.24,,,,,,,,,,,,,,,,,,
058_01,1790,2,Conv,20141111,1155,-66.9475,-71.8985,304.441,301.195,1.4266,34.6864,,3.98832,4.0026,-0.0012,98.2854,5.41E-03,9.13E+02,,,,,,,,,,,,,,33.862,0.004,2.339,109.01,,,,,,,,,,,,,,,,,,
058_01,1791,1,Conv,20141111,1152,-66.9475,-71.8985,405.983,401.555,1.3703,34.7049,,3.95695,3.98022,0.0059,97.7578,9.06E-05,9.18E+02,,,,,,,,,,,,,,33.688,0.001,2.37,115.33,,,,,,,,,,,,,,,,,,
059_01,1819,24,Conv,20141111,2245,-67.1178,-71.5718,9.768,9.671,-1.8522,33.9669,,6.93164,6.95247,0.2061,98.0067,1.14E+02,5.28E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059_01,1820,23,Conv,20141111,2245,-67.1178,-71.5718,9.756,9.658,-1.8523,33.9668,,6.92989,6.95303,0.2116,98.015,1.13E+02,5.28E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059_01,1821,22,Conv,20141111,2245,-67.1178,-71.5718,9.734,9.637,-1.8525,33.967,,6.93017,6.95855,0.1945,98.0088,1.12E+02,5.28E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059_01,1822,21,Conv,20141111,2245,-67.1178,-71.5718,9.718,9.621,-1.853,33.967,,6.93021,6.94984,0.1825,98.0156,1.11E+02,5.28E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059_01,1823,20,Conv,20141111,2245,-67.1178,-71.5718,9.727,9.63,-1.8521,33.9669,,6.93263,6.9545,0.209,98.0098,1.11E+02,5.28E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059_01,1824,19,Conv,20141111,2245,-67.1178,-71.5718,9.741,9.644,-1.8521,33.9669,,6.93351,6.95481,0.1951,98.0082,1.12E+02,5.28E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059_01,1825,18,Conv,20141111,2245,-67.1178,-71.5718,9.746,9.649,-1.8522,33.9668,,6.93174,6.94053,0.1828,97.9686,1.13E+02,5.28E+02,,,,,,,,,,,,,,30.437,0.047,2.384,65.59,,,,,,,,,,,,,,,,,,
059_01,1826,17,Conv,20141111,2245,-67.1178,-71.5718,9.739,9.642,-1.8547,33.9667,,6.93495,6.95497,0.1903,97.9936,1.14E+02,5.27E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059_01,1827,16,Conv,20141111,2244,-67.1178,-71.5718,50.527,50.018,-1.8555,33.9741,,6.90907,6.93665,0.176,98.0787,1.28E+01,5.30E+02,,,,,,,,,,,,,,30.621,0.046,2.087,66,,,,,,,,,,,,,,,,,,
059_01,1828,15,Conv,20141111,2244,-67.1178,-71.5718,50.54,50.031,-1.8553,33.9747,,6.91068,6.92629,0.2133,98.0662,1.28E+01,5.30E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059_01,1829,14,Conv,20141111,2242,-67.1178,-71.5718,75.914,75.146,-1.7944,34.0041,,6.82131,6.85643,0.1128,98.169,3.75E+00,5.34E+02,,,,,,,,,,,,,,31.028,0.038,2.091,68.3,,,,,,,,,,,,,,,,,,
059_01,1830,13,Conv,20141111,2242,-67.1178,-71.5718,75.914,75.145,-1.7935,34.0042,,6.81161,6.84588,0.1131,98.1612,3.76E+00,5.34E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059_01,1831,12,Conv,20141111,2240,-67.1178,-71.5718,151.717,150.153,0.9428,34.5389,,4.16122,4.17207,0.0072,98.299,1.30E-01,5.35E+02,,,,,,,,,,,,,,34.456,0.004,2.376,100.35,,,,,,,,,,,,,,,,,,
059_01,1832,11,Conv,20141111,2240,-67.1178,-71.5718,151.712,150.147,0.9428,34.539,,4.15981,4.17395,0.0011,98.3,1.29E-01,5.35E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059_01,1833,10,Conv,20141111,2238,-67.1178,-71.5718,202.308,200.198,1.237,34.6147,,4.02652,4.04541,-0.0012,98.3762,2.18E-02,5.50E+02,,,,,,,,,,,,,,34.457,0.001,2.363,101.72,,,,,,,,,,,,,,,,,,
059_01,1834,9,Conv,20141111,2238,-67.1178,-71.5718,202.303,200.192,1.2347,34.6144,,4.02906,4.03631,-0.01,98.3773,2.19E-02,5.50E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059_01,1835,8,Conv,20141111,2237,-67.1178,-71.5718,252.678,250.012,1.4213,34.6664,,3.98372,3.99945,-0.0009,98.3888,5.44E-03,5.58E+02,,,,,,,,,,,,,,34.097,0,2.36,102.55,,,,,,,,,,,,,,,,,,
059_01,1836,7,Conv,20141111,2237,-67.1178,-71.5718,252.667,250.001,1.4211,34.6663,,3.98534,4.00045,-0.0022,98.3861,5.36E-03,5.58E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059_01,1837,6,Conv,20141111,2235,-67.1178,-71.5718,303.093,299.859,1.3904,34.6773,,3.98246,3.99667,-0.0135,98.2865,2.69E-03,5.63E+02,,,,,,,,,,,,,,34.019,0,2.352,106.02,,,,,,,,,,,,,,,,,,
059_01,1838,5,Conv,20141111,2235,-67.1178,-71.5718,303.071,299.837,1.3875,34.6769,,3.98211,3.99442,0.0046,98.2771,2.65E-03,5.63E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059_01,1839,4,Conv,20141111,2233,-67.1178,-71.5718,353.376,349.563,1.3774,34.6879,,3.97654,3.98531,-0.0012,98.1847,1.00E-12,5.77E+02,,,,,,,,,,,,,,33.873,0,2.335,108.78,,,,,,,,,,,,,,,,,,
059_01,1840,3,Conv,20141111,2233,-67.1178,-71.5718,353.339,349.526,1.3773,34.6878,,3.97776,3.99689,-0.0019,98.1815,6.32E-04,5.80E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059_01,1841,2,Conv,20141111,2231,-67.1178,-71.5718,417.839,413.265,1.3875,34.6999,,3.83975,3.86365,0.0144,97.1085,1.00E-12,6.03E+02,,,,,,,,,,,,,,33.859,0.003,2.389,121.02,,,,,,,,,,,,,,,,,,
059_01,1842,1,Conv,20141111,2231,-67.1178,-71.5718,417.802,413.229,1.3884,34.7,,3.84329,3.86421,0.0111,97.062,1.00E-12,6.04E+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059_03,1884,24,Conv,20141112,552,-67.1017,-71.637,1.922,1.903,-1.8527,33.9545,,7.02709,7.03577,0.2243,97.9988,1.23E+00,1.89E+01,,,0.13,0.01,0.04,,,,,,,,,30.12,0.054,2.033,65.94,,,,,,,,,,,,,,,,,,
059_03,1885,23,Conv,20141112,552,-67.1017,-71.637,1.916,1.897,-1.8538,33.9545,,7.02897,7.0355,0.2294,97.9832,1.20E+00,1.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059_03,1886,22,Conv,20141112,552,-67.1017,-71.637,1.902,1.883,-1.8542,33.9547,,7.02799,7.04303,0.2204,98.0135,1.18E+00,1.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
059_03,1887,21,Conv,20141112,551,-67.1017,-71.637,10.417,10.314,-1.8555,33.9547,,7.02639,7.04252,0.2473,98.0391,4.35E-01,1.89E+01,,,0.18,0.06,0.05,,,,,,,,,30.212,0.057,2.037,65.68,,,,,,,,,,,,,,,,,,
059_03,1888,20,Conv,20141112,551,-67.1017,-71.637,10.413,10.309,-1.8561,33.9546,,7.02447,7.04267,0.2233,98.0025,4.35E-01,1.89E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
